chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms,zero_crossing_rate,target
0.34808004,2607.6542439489604,2618.219378790264,5291.522372571056,0.080884635,0.07158814892691415,not_ok
0.31040016,2682.4711617264597,2622.580193257562,5332.740220780162,0.06426176,0.07446798868909513,not_ok
0.19346398,1497.8667071747427,1853.3204960742157,3026.6390842517403,0.059695862,0.029113344692575406,not_ok
0.32018736,3768.6268366356703,3388.9483531810574,7281.620006162993,0.08184742,0.0924709523636891,not_ok
0.28185284,3231.666799342354,3133.541506259855,6274.205834904293,0.057055335,0.07810460774361949,not_ok
0.27249867,2763.7414577656887,3157.360455976548,5696.606388667344,0.06288431,0.05876821708236659,not_ok
0.24589233,1866.71561210221,2789.9301475630236,3396.450614486659,0.06965271,0.03190708381670534,not_ok
0.27864948,2902.5438640737457,3007.981146993148,5564.359547201276,0.08489969,0.0731549539588167,not_ok
0.23434635,2735.8974378956623,3121.2338861338144,5361.567734012471,0.12768628,0.055105541255800465,not_ok
0.27852196,3516.4528497630918,3170.6077218075106,6699.174340197216,0.078793004,0.09426886963457076,not_ok
0.3678076,2530.0381292166803,3198.485416616937,5623.263599369199,0.050929192,0.04555856656032482,not_ok
0.29935846,2607.9134795688465,2984.023485613315,4499.043782552083,0.06875609,0.07252106843171297,not_ok
0.23873354,2435.598310407917,3001.8101035921727,4126.59912109375,0.05208419,0.06666282371238426,not_ok
0.5077032,1058.3175414345694,1466.3428784313483,2241.452205882353,0.019638743,0.04293428308823529,ok
0.599782,1350.9246792883894,1606.3566988825073,2670.1962809917354,0.003790448,0.06553460743801653,ok
0.49090296,2954.1510316561125,2128.1232708501348,5362.388392857143,0.0045013246,0.21095842633928572,ok
0.5509065,3387.3244549894553,2254.3390466655223,6065.56056701031,0.008130232,0.30313204735824745,ok
0.5391977,2252.7409867023594,1933.4693680019298,4395.833333333333,0.03906726,0.21225260416666666,ok
0.5942532,2058.9938143001673,1753.768197046365,3967.3208841463415,0.019995198,0.19622356135670732,ok
0.5688793,2028.9670285301645,1792.6987114925869,3885.1207386363635,0.003888811,0.2095669833096591,ok
0.47539464,1618.0781981372136,1717.142263647303,2863.677536231884,0.04878845,0.13488592617753623,ok
0.53137654,1621.7827032888692,1917.4426092980634,3912.632042253521,0.008164504,0.09444459727112677,ok
0.6288038,1423.0192761914827,2224.878420551246,2530.0264646171695,0.020503378,0.02621311267401392,ok
0.5044309,1413.0322722492458,2698.56471757581,2143.128262761021,0.09147552,0.02192847302784223,ok
0.5998054,848.6274467532814,1542.846545216962,1294.384765625,0.10509767,0.016312210648148147,ok
0.44738293,3041.2962943719617,2738.1538734803776,5000.849110897621,0.06547875,0.09885259570765662,ok
0.52363867,2549.081611408042,2069.446593340692,3708.500094716764,0.25141177,0.09911129546404682,ok
0.47596964,3517.647168203981,3971.336063419716,7542.493785511364,0.077418834,0.043183866914335664,ok
0.37921727,2229.240788554804,1511.8265386097985,2904.0821635158013,0.062566556,0.09732374847159518,ok
0.654756,1946.3400631721208,3241.614535298457,4401.131338443396,0.026751248,0.017858458979110512,ok
0.7761505,3735.217159268688,4659.853860076155,9148.171997070312,0.032896906,0.044005217375578706,ok
0.7266689,4016.0878342115225,4518.624856070996,9867.652783316415,0.051753934,0.06428092372389792,ok
0.6622009,2902.617653308515,3880.937931286303,7189.791636455917,0.13279007,0.038794001957656615,ok
0.6622009,2902.617653308515,3880.937931286303,7189.791636455917,0.13279007,0.038794001957656615,ok
0.5893228,1397.432712258247,2295.984104170463,2609.264655234919,0.046852376,0.02648274361948956,ok
0.5893228,1397.432712258247,2295.984104170463,2609.264655234919,0.046852376,0.02648274361948956,ok
0.6223896,2731.9470447502167,2866.2009584222465,6312.276138341067,0.042541575,0.06647535709106729,ok
0.6223896,2731.9470447502167,2866.2009584222465,6312.276138341067,0.042541575,0.06647535709106729,ok
0.48469794,2429.1273267852557,3054.9261589053845,4936.088053385417,0.0141773885,0.05523229528356482,ok
0.5359731,1407.6969968279573,1821.2552856188227,2562.501132903132,0.070791535,0.037380138848607886,ok
0.6769011,414.5052901671209,1066.5575786739664,646.8434651692709,0.07254597,0.008002387152777778,ok
0.6026337,1334.7107156518457,2358.1418151881426,2440.180460611979,0.088180505,0.026484736689814815,ok
0.6026337,1334.7107156518457,2358.1418151881426,2440.180460611979,0.088180505,0.026484736689814815,ok
0.6026337,1334.7107156518457,2358.1418151881426,2440.180460611979,0.088180505,0.026484736689814815,ok
0.6023911,1300.6454031595538,2718.9455173127935,2209.266856415993,0.09254554,0.017308611792725172,ok
0.73681056,1314.0182731560753,2713.168442444697,2771.8017578125,0.050998632,0.008750632957175927,ok
0.6650944,3345.356464094532,4433.801884154244,8346.23955463312,0.04739358,0.0530255311049884,ok
0.62591267,2960.5318848403986,4417.818786356513,7989.166471203811,0.005160794,0.03385040776558892,ok
0.62591267,2960.5318848403986,4417.818786356513,7989.166471203811,0.005160794,0.03385040776558892,ok
0.62591267,2960.5318848403986,4417.818786356513,7989.166471203811,0.005160794,0.03385040776558892,ok
0.49939573,2568.782641442002,2588.8735849391896,3986.2905126160094,0.040799737,0.09407401029582367,ok
0.4297262,6449.25660117633,2953.641692666017,8812.675713275812,0.033584204,0.2668541998984919,ok
0.512844,5270.671132193015,4141.865488196154,8309.318354843388,0.020587523,0.21740524398201855,ok
0.4568951,3051.5421298744486,2690.957368370369,5795.129536144142,0.014383742,0.10427353719547564,ok
0.4568951,3051.5421298744486,2690.957368370369,5795.129536144142,0.014383742,0.10427353719547564,ok
0.4568951,3051.5421298744486,2690.957368370369,5795.129536144142,0.014383742,0.10427353719547564,ok
0.59607464,7240.041353057648,7604.017595940931,16260.597718743827,0.02064858,0.13645604446474421,ok
0.7438479,293.933541525944,761.0074851304738,430.4148356119792,0.45975608,0.005918149594907407,ok
0.77351564,458.4681671262149,997.4680588422536,803.8896732462471,0.44084367,0.006560785941108545,ok
0.77351564,458.4681671262149,997.4680588422536,803.8896732462471,0.44084367,0.006560785941108545,ok
0.74625325,292.28684214736506,983.8558263769883,311.7828369140625,0.40429428,0.004428439670138889,ok
0.75309336,517.0340598086065,1813.679987865125,464.8081461588542,0.037576303,0.004958541304976852,ok
0.70121855,848.8867847274594,1862.964087982987,1231.280517578125,0.09279205,0.011179606119791666,ok
0.5998054,848.6274467532814,1542.846545216962,1294.384765625,0.10509767,0.016312210648148147,ok
0.4414979,3146.4782410298617,2828.713422970738,5250.911458333333,0.008206896,0.10458147967303241,ok
0.4177975,7737.119366229562,3720.0315021723945,11697.513834635416,0.013077972,0.3375074598524306,ok
0.7558765,2106.7000898649067,5006.259256377303,2237.6535201278816,0.4227619,0.015895172910662825,ok
0.7266689,4016.0878342115225,4518.624856070996,9867.652783316415,0.051753934,0.06428092372389792,ok
0.6288038,1423.0192761914827,2224.878420551246,2530.0264646171695,0.020503378,0.02621311267401392,ok
0.61448485,2066.4863719404134,2718.079327872587,4033.157730102539,0.02130724,0.03458722432454427,ok
0.7259001,1844.9328204958233,2920.3292608978554,3380.825482536765,0.037941743,0.027980111315359477,ok
0.45356944,1917.507730776467,2045.3128388133177,3515.031113735465,0.20694332,0.05483133478682171,ok
0.73681056,1314.0182731560753,2713.168442444697,2771.8017578125,0.050998632,0.008750632957175927,ok
0.49939573,2568.782641442002,2588.8735849391896,3986.2905126160094,0.040799737,0.09407401029582367,ok
0.512844,5270.671132193015,4141.865488196154,8309.318354843388,0.020587523,0.21740524398201855,ok
0.5161316,3279.4158739585255,2379.5761271263073,6198.381696428572,0.00083543867,0.24759347098214285,ok
0.187849,1679.31452284653,1623.7297599123747,2196.5596762048194,0.1990426,0.15987975338855423,ok
0.6032345,1963.6780617703375,1714.3961484686424,3687.0521496815286,0.056089856,0.14742361664012738,ok
0.57728463,3802.07472200892,1976.6119728545102,6091.100411821705,0.15418914,0.36252422480620156,ok
0.58658504,1776.090845012566,1401.8228264182685,3111.2260960820895,0.20265144,0.13231328708022388,ok
0.4267168,990.4099125251079,1448.7996209516016,2044.8099124203823,0.15688431,0.03805483678343949,ok
0.5809989,1208.971880326351,1734.0254631204045,2860.6439092356686,0.36629832,0.03561654060509554,ok
0.49437633,2086.731810912535,1797.0221348158047,4036.313196656051,0.1055016,0.14892578125,ok
0.31737065,781.429512309928,955.133050935094,1363.28125,0.257625,0.03411458333333333,ok
0.54584384,880.7677802456021,1473.914031075878,1496.3176751592357,0.17862196,0.034972755772292995,ok
0.42919853,2528.59388272945,1917.907675948158,4564.465565286624,0.14501537,0.1990850169187898,ok
0.3157089,1572.188537148479,1531.5602874640797,3400.772758152174,0.18729866,0.056357563405797104,ok
0.42838654,1129.9785610751082,1762.4595702882134,2251.9364316239316,0.15241121,0.038905999599358976,ok
0.17078783,1537.1181552582095,1845.795155856859,3415.870949074074,0.19015874,0.09456741898148148,ok
0.49148712,2559.5568972430765,1819.7553715144968,4579.58984375,0.19205542,0.20361328125,ok
0.47921008,1422.148664777554,1389.5629259280392,2542.1463815789475,0.15693924,0.09121436403508772,ok
0.422268,3128.866188771927,2488.978121640856,6444.661458333333,0.10616602,0.14190538194444444,ok
0.5342457,1377.282481962247,1578.1339927584334,2774.7550843253966,0.4817968,0.07006060887896826,ok
0.7481126,1050.872368664425,1767.5361656836897,2578.9958200636943,0.41732156,0.018277891122611464,ok
0.21688235,4079.2616068904445,1923.9037898724885,5522.732204861111,0.21896985,0.41434280960648145,ok
0.4871868,1256.7157738095434,1165.3761414888636,2018.7904094827586,0.114681505,0.09557263604525862,ok
0.4051557,2980.5130114398366,1847.9527949022843,5215.262276785715,0.1206733,0.23289620535714287,ok
0.5400259,3773.051925734906,1749.6270191904898,5852.470640923567,0.043052405,0.37109686007165604,ok
0.08889203,865.686462967863,346.58635389852566,1167.0232882165606,0.0466054,0.0476867287022293,ok
0.42587805,2618.344096186844,1106.5181615956083,3329.3805803571427,0.13531789,0.17520228794642856,ok
0.20163141,2873.463504496178,1068.3953010243886,3275.0,0.083464555,0.279599609375,ok
0.60129595,2153.336675809213,1414.2189688684766,3690.2691566780823,0.087406,0.17527290239726026,ok
0.50451756,1789.6959945761887,2078.623000381654,4248.357882165605,0.12093606,0.07619675557324841,ok
0.60129595,2153.336675809213,1414.2189688684766,3690.2691566780823,0.087406,0.17527290239726026,ok
0.5125532,2836.895098562985,2001.9839091135855,5329.107782643312,0.082776055,0.21642677647292993,ok
0.45805517,1688.7475253464602,1150.308334799006,2932.1755573248406,0.12080129,0.1341000696656051,ok
0.43676412,2469.2043392908495,1895.016786061891,4620.8721187943265,0.043738786,0.28083790447695034,ok
0.4701439,2689.25038807527,1961.1753476086635,5100.6116365131575,0.08680379,0.18466668379934212,ok
0.77152157,2116.2624450492663,4845.628450017361,4456.473748368619,0.19178817,0.007545134860788863,ok
0.79456246,2025.201023909783,4789.111338888053,3856.5417225565543,0.25645214,0.006253625290023202,ok
0.75970197,1439.6193433021879,3891.658122631638,1725.8537558004641,0.14261347,0.005231746664733179,ok
0.80327827,1603.2985694942286,3954.7810012150067,2788.774629314095,0.17278701,0.007428445838167054,ok
0.7930962,1743.3358248284699,4172.175818206449,3212.6939530162413,0.15627128,0.008099124492459397,ok
0.7756428,2149.7904033769405,4804.052364879307,4145.166582076567,0.20391919,0.008971459904292343,ok
0.76287717,2153.605109556149,4818.968023657737,4151.411710593097,0.20082565,0.009002048288863109,ok
0.78032917,2238.297844890053,5015.665964358695,4956.683562028712,0.24132068,0.008604399289443156,ok
